tenure,MonthlyCharges,TotalCharges,avg_monthly_charges,charges_tenure_ratio,num_services,has_streaming,has_security_support,contract_risk,payment_risk,is_new_customer,gender_Male,SeniorCitizen_Yes,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
53,64.15,3491.55,65.87830188679246,0.9592049766543003,6,0,1,2,1,0,True,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0
72,109.55,7920.7,110.00972222222222,0.9868505010822375,8,1,1,1,1,0,True,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,0
60,110.8,6640.7,110.67833333333333,0.9921351500589491,8,1,1,1,1,0,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0
1,55.0,55.0,55.0,0.9821428571428571,3,1,0,3,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,1
13,53.45,718.1,55.23846153846154,0.950417179592395,4,0,1,3,2,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,0
5,69.95,320.4,64.08,1.0748309772587585,2,0,0,3,1,1,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
1,101.45,101.45,101.45,0.9902391410444119,6,1,0,3,3,1,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1
13,97.0,1334.45,102.65,0.9358417752050169,5,1,0,3,3,0,True,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,0
37,90.6,3358.65,90.77432432432433,0.9872042171601901,9,1,1,2,1,0,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,0
64,73.55,4764.0,74.4375,0.9749792874896437,3,0,1,3,2,0,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0
5,67.95,350.3,70.06,0.9562341683084717,6,1,1,3,1,1,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,1
61,94.35,5703.0,93.49180327868852,0.9984993060374739,6,1,1,1,1,0,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,0
1,69.5,69.5,69.5,0.9858156028368794,2,0,0,3,3,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
1,18.85,18.85,18.85,0.9496221662468514,1,0,0,3,2,1,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,1
26,19.4,525.55,20.213461538461537,0.9145136433686882,1,0,0,2,2,0,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0
1,69.2,69.2,69.2,0.9857549857549858,2,0,0,3,3,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
24,19.75,483.15,20.131249999999998,0.9346347234545993,1,0,0,1,2,0,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0
17,54.6,934.8,54.98823529411764,0.9752048749737341,5,1,1,2,3,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,0
26,29.8,786.5,30.25,0.9536,2,0,0,3,2,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0
1,69.65,69.65,69.65,0.9858457183297947,2,0,0,3,3,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
40,101.85,4086.3,102.1575,0.9873252066015559,6,1,1,3,3,0,True,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,1
52,103.05,5364.8,103.16923076923078,0.9892556490917146,7,1,1,3,3,0,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0
1,82.3,82.3,82.3,0.9879951980792316,4,0,1,3,3,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,1
1,20.3,20.3,20.3,0.9530516431924883,1,0,0,3,2,1,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
21,35.1,770.4,36.68571428571428,0.9313874147081123,3,0,1,1,2,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0
67,105.7,6816.95,101.7455223880597,1.028755293109334,7,1,1,2,1,0,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,0
44,56.25,2419.55,54.98977272727273,1.0046477644050251,4,0,1,3,1,0,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
70,60.35,4138.7,59.12428571428571,1.0037541283531732,6,1,1,2,3,0,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,0
3,79.25,267.6,89.2,0.8786031042128603,3,1,0,3,3,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1
56,59.8,3457.45,61.740178571428565,0.9531372297883847,5,0,1,1,1,0,True,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,0
13,84.6,1115.2,85.78461538461539,0.9748271583052649,4,1,0,3,3,0,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1
58,93.4,5435.6,93.71724137931035,0.9860929081112567,6,1,1,3,1,0,False,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1
42,94.2,4186.3,99.67380952380952,0.9356951966511364,5,1,0,3,3,0,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1
1,25.05,25.05,25.05,0.9616122840690979,1,0,0,3,3,1,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
46,99.65,4630.2,100.65652173913043,0.9802617509943973,7,1,1,1,2,0,False,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,0
63,50.65,3221.25,51.13095238095238,0.9715916875999087,3,0,1,1,1,0,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0
11,60.9,688.5,62.59090909090909,0.9576840600428878,5,0,1,3,3,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,0
15,59.65,867.1,57.806666666666665,1.0143407776896043,5,0,1,3,1,0,True,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,0
72,64.7,4746.05,65.91736111111112,0.9668641877938169,7,1,1,1,3,0,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,0
29,25.1,712.85,24.58103448275862,0.981195659499899,1,0,0,3,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1
1,48.95,48.95,48.95,0.97997997997998,3,0,0,3,3,1,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1
6,54.85,355.1,59.18333333333334,0.9113818886734976,3,1,0,3,3,1,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0
1,45.3,45.3,45.3,0.978401727861771,2,0,0,3,3,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
63,91.35,5764.7,91.5031746031746,0.9875336753779363,5,1,1,2,3,0,True,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,0
2,85.85,167.3,83.65,1.0141760189013584,4,1,0,3,3,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,1
18,25.1,428.45,23.802777777777777,1.0119834247956099,2,0,0,1,2,0,False,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0
43,34.0,1505.35,35.00813953488372,0.9442309555333097,3,0,1,3,1,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
15,45.9,693.45,46.230000000000004,0.9718399322464534,5,0,1,2,2,0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,0
10,95.2,930.4,93.03999999999999,1.0123351765206297,5,1,0,3,3,0,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,1
55,20.5,1177.95,21.417272727272728,0.9144734174135204,1,0,0,1,2,0,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0
49,100.6,5069.65,103.46224489795918,0.9630273607298799,6,1,1,2,1,0,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,1
6,55.3,324.25,54.041666666666664,1.0046934140802422,4,0,1,3,2,1,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,1
70,20.35,1458.1,20.83,0.9322033898305087,1,0,0,1,1,0,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0
2,74.85,156.4,78.2,0.9450757575757575,3,0,0,3,2,1,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1
63,36.1,2298.9,36.490476190476194,0.9629112155468055,3,0,1,2,1,0,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0
25,65.8,1679.65,67.186,0.9650074795412547,5,1,1,3,1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,0
18,20.35,369.6,20.533333333333335,0.945046439628483,1,0,0,2,1,0,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0
28,105.8,2998.0,107.07142857142857,0.9789821546596167,7,1,1,3,3,0,True,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,0
53,96.75,5206.55,98.23679245283019,0.9749408219334353,6,1,1,2,2,0,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,0
35,102.35,3626.1,103.60285714285715,0.9784627570948621,6,1,1,2,1,0,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,1
1,24.4,24.4,24.4,0.9606299212598425,1,0,0,3,2,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
70,115.65,7968.85,113.84071428571428,1.007047027870902,9,1,1,2,1,0,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,1
2,79.85,152.45,76.225,1.0339915830365813,4,0,1,3,3,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,1
26,73.05,1959.5,75.36538461538461,0.9565852430118358,6,1,1,3,3,0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,0
34,64.35,2053.05,60.38382352941177,1.0483217939196472,5,1,1,2,3,0,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,0
19,20.5,398.55,20.976315789473684,0.9328224164770686,1,0,0,1,2,0,False,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0
15,76.0,1130.85,75.39,0.9948946197146223,3,0,0,3,2,0,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1
62,54.75,3425.35,55.247580645161285,0.9733751989332875,4,0,1,2,1,0,False,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0
42,104.75,4323.45,102.93928571428572,1.007799883173556,7,1,1,3,1,0,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,1
9,74.65,703.55,78.17222222222222,0.9428812013192058,6,1,1,3,3,0,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1
24,51.15,1275.7,53.15416666666667,0.9445256597676386,3,0,1,3,3,0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
68,41.95,2965.75,43.6139705882353,0.9402884219200659,4,0,1,1,3,0,True,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,0
31,54.35,1647.0,53.12903225806452,1.004082240762813,4,0,1,3,2,0,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,0
1,56.25,56.25,56.25,0.982532751091703,3,1,0,3,3,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1
21,106.1,2249.95,107.14047619047618,0.9811312446333033,7,1,1,3,3,0,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,1
63,96.0,6109.75,96.98015873015873,0.9797902069580009,5,1,1,2,3,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,0
2,79.75,159.4,79.7,0.9882280049566294,3,1,0,3,1,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1
61,61.45,3751.15,61.49426229508197,0.9832902692706216,6,1,1,1,1,0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0
1,68.65,68.65,68.65,0.9856424982053122,2,0,0,3,3,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
18,19.65,411.25,22.84722222222222,0.8239953407105416,1,0,0,2,2,0,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0
6,19.0,105.5,17.583333333333332,1.0224215246636772,1,0,0,2,1,1,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0
33,100.0,3320.6,100.62424242424242,0.9840171755725191,6,1,1,3,3,0,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0
16,20.25,327.45,20.465625,0.9433687581889649,1,0,0,3,1,0,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,1
56,98.7,5669.5,101.24107142857143,0.9653654702646057,6,1,1,3,3,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,0
23,19.8,465.45,20.23695652173913,0.9323369843382127,1,0,0,2,2,0,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0
9,73.8,704.3,78.25555555555555,0.9311650077106408,3,0,0,3,3,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0
14,100.2,1369.8,97.84285714285714,1.013730307847955,6,1,1,3,3,0,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1
15,74.9,1107.25,73.81666666666666,1.0011138338159948,3,0,0,3,1,0,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
5,20.05,95.55,19.11,0.9970164097463949,1,0,0,3,1,1,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,0
61,106.2,6375.2,104.51147540983607,1.0065255896336347,7,1,1,3,3,0,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0
70,116.55,8152.3,116.46142857142857,0.9922406139401384,9,1,1,1,1,0,True,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0
15,99.7,1566.75,104.45,0.9454717875770507,6,1,1,3,3,0,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0
8,19.7,130.25,16.28125,1.1399638336347198,1,0,0,1,2,0,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0
8,19.5,162.15,20.26875,0.916838084043491,1,0,0,1,2,0,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0
4,29.15,110.05,27.5125,1.0223586146427006,2,0,1,3,2,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0
34,55.0,1885.15,55.44558823529412,0.9743897037751088,4,0,1,2,2,0,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0
68,90.8,6302.85,92.68897058823529,0.969164240250516,9,1,1,1,1,0,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0
45,51.0,2264.5,50.32222222222222,0.9937215847586057,5,1,1,2,1,0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,0
9,90.1,816.8,90.75555555555555,0.9819568902882054,5,1,0,3,3,0,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0
22,59.05,1253.5,56.97727272727273,1.0185025480203842,5,0,1,3,2,0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0
2,20.3,41.2,20.6,0.9398148148148148,1,0,0,3,2,1,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
70,72.95,5265.55,75.22214285714286,0.9570709673791831,7,1,1,1,1,0,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,0
10,73.55,693.3,69.33,1.0457841603867482,7,1,1,2,1,0,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,0
72,84.3,5997.1,83.29305555555555,1.00008238453807,8,1,1,1,1,0,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
49,78.0,3824.2,78.04489795918367,0.9867809563151916,6,1,1,2,1,0,False,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,0
54,72.1,3886.05,71.96388888888889,0.988160048730346,6,1,1,2,2,0,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,0
71,106.75,7283.25,102.58098591549296,1.0305945541693577,8,1,1,1,1,0,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,False,0
22,19.25,412.55,18.75227272727273,0.9745713956966977,1,0,0,2,2,0,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0
50,20.55,1070.25,21.405,0.9172059808078554,1,0,0,1,1,0,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0
43,20.0,817.95,19.022093023255817,0.9988965677449327,1,0,0,2,2,0,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0
45,24.65,1171.3,26.028888888888886,0.9119871742168874,2,0,0,1,1,0,False,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0
64,103.5,6548.65,102.32265625,1.001716407189251,7,1,1,3,1,0,True,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,0
23,23.85,625.65,27.202173913043477,0.8456794881677331,2,0,0,1,2,0,False,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0
68,25.8,1911.5,28.110294117647058,0.8862844152563779,2,0,0,1,1,0,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0
1,70.85,70.85,70.85,0.9860821155184412,2,0,0,3,3,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
2,69.8,134.7,67.35,1.0212143379663496,2,0,0,3,1,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1
26,59.45,1507.0,57.96153846153846,1.0082844096542727,4,1,1,2,1,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,0
55,54.55,2978.3,54.150909090909096,0.9891042758711632,5,1,1,3,1,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,1
14,20.05,299.3,21.37857142857143,0.895946377274178,1,0,0,3,3,0,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,0
71,82.55,5832.65,82.14999999999999,0.9927841250751654,7,1,1,1,3,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,0
64,81.25,5567.55,86.99296875,0.9233692322717546,8,1,1,2,3,0,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,0
7,70.75,450.8,64.4,1.0818042813455657,5,1,1,3,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,1
57,74.3,4166.35,73.09385964912282,1.0027821516095041,7,1,1,1,1,0,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,0
13,94.1,1215.6,93.5076923076923,0.9956861468337946,6,1,1,3,3,0,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1
3,29.7,91.7,30.566666666666666,0.9408658922914467,2,0,1,3,1,1,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
72,109.7,7898.45,109.70069444444444,0.9909603598291189,8,1,1,1,1,0,True,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
40,96.35,3915.4,97.885,0.9743641603883297,6,1,1,3,1,0,False,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,0
14,66.6,979.5,69.96428571428571,0.9385002516356316,5,1,1,3,1,0,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,0
2,44.5,90.05,45.025,0.9668658337859859,2,0,0,3,3,1,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
66,110.9,7432.05,112.60681818181818,0.9761738051893493,8,1,1,2,1,0,True,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,1
38,105.0,4026.4,105.9578947368421,0.9816947150870977,7,1,1,3,3,0,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,1
1,25.3,25.3,25.3,0.9619771863117871,1,0,0,3,3,1,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
22,55.15,1193.05,54.22954545454545,0.9985597300522613,4,0,1,2,1,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,1
1,20.1,20.1,20.1,0.95260663507109,1,0,0,3,2,1,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,1
5,80.1,398.55,79.71000000000001,0.9924420765704371,3,1,0,3,2,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0
29,69.05,1958.45,67.53275862068966,1.0075473596820044,6,1,1,2,1,0,True,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,0
1,69.9,69.9,69.9,0.9858956276445698,2,0,0,3,2,1,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1
3,20.4,63.15,21.05,0.9251700680272108,1,0,0,3,2,1,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
71,19.7,1301.1,18.325352112676054,1.0193863421033453,1,0,0,1,1,0,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0
9,50.1,484.05,53.78333333333333,0.9145117128080317,3,0,1,3,3,0,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
43,101.4,4528.0,105.30232558139535,0.9538831765478014,6,1,1,3,3,0,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1
48,83.45,3887.85,80.996875,1.017721711955486,8,1,1,2,1,0,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False,0
26,86.65,2208.75,84.95192307692308,1.008121713838237,5,0,1,3,1,0,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0
9,20.15,238.15,26.461111111111112,0.7337649200890147,1,0,0,3,1,0,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,0
