customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5433-EPQWO,Female,0,Yes,No,14,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),92.77,1238.05,Yes
5434-MHUBH,Female,0,Yes,No,49,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,80.26,3876.77,Yes
5435-JGJYD,Female,1,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),93.68,4304.57,Yes
5436-KIDCK,Male,0,No,Yes,23,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.98,1718.04,Yes
5437-CZRZS,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,101.3,408.83,No
5438-NXKXB,Female,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.38,179.17,No
5439-BBJWO,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.68,2492.68,Yes
5440-VLKQR,Female,0,Yes,Yes,13,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,106.79,1439.64,No
5441-NQOLP,Female,0,No,Yes,26,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,89.08,2322.55,No
5442-WFBBP,Female,0,No,No,59,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.5,4139.66,No
5443-BHGAD,Male,0,Yes,Yes,50,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,94.07,4508.34,No
5444-KTGRD,Male,0,No,No,20,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,95.86,1960.19,Yes
5445-QKKTK,Female,0,No,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.23,278.6,No
5446-ONQBR,Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),105.88,3502.97,Yes
5447-PLJPC,Male,0,No,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.42,235.49,No
5448-HVVYX,Male,0,Yes,Yes,24,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Electronic check,91.08,2152.03,No
5449-BVANY,Female,0,No,No,0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),115.68,,Yes
5450-DDICE,Male,1,Yes,Yes,43,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,80.47,3566.17,No
5451-AVSAJ,Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,107.32,7341.66,No
5452-VLJBP,Female,1,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,51.92,3636.27,No
5453-HNOPK,Male,1,Yes,No,11,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,83.86,938.67,No
5454-LBDCI,Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,96.96,1697.01,No
5455-RSGDF,Female,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.68,217.32,No
5456-SAPKV,Female,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,117.08,1062.55,No
5457-DRWZE,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,143.26,2082.96,No
5458-VFYBL,Male,0,No,No,34,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.45,2910.76,Yes
5459-VITLM,Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,150.0,,No
5460-VWQET,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,101.16,1219.32,No
5461-MMJOO,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),35.79,717.55,No
5462-RRBWK,Male,0,Yes,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,124.19,770.37,No
5463-MKDOV,Male,0,Yes,No,2,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.69,160.15,No
5464-WYKRP,Male,0,Yes,No,19,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,102.9,1882.99,Yes
5465-JLMIU,Female,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,112.76,2760.09,No
5466-MFFKS,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,40.0,991.73,No
5467-KJWOM,Female,0,No,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,92.23,970.89,Yes
5468-WHEBP,Female,0,No,No,6,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,74.86,434.37,Yes
5469-MSIOF,Female,0,No,Yes,6,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,96.27,589.43,No
5470-HXNEQ,Male,1,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,49.87,49.64,Yes
5471-VGIPR,Male,0,No,No,5,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,99.04,516.79,No
5472-MRJAU,Male,0,Yes,No,42,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,93.34,3858.74,Yes
5473-RSBDK,Female,0,No,No,0,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,77.35,,No
5474-CIJBG,Male,0,No,No,1,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),95.99,96.74,Yes
5475-OSJXT,Male,0,Yes,No,3,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.54,212.17,Yes
5476-NDYKC,Female,0,Yes,No,13,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,81.0,1002.17,No
5477-WQGZK,Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),45.39,474.77,Yes
5478-RNNFI,Female,0,Yes,No,4,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.03,240.36,Yes
5479-VCQLD,Female,1,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),58.99,119.43,Yes
5480-TPXJZ,Male,0,Yes,No,69,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,88.28,5970.44,No
5481-GJGWR,Female,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,48.9,2933.42,No
5482-IVRQK,Female,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),43.34,1483.14,No
5483-AQDDN,Female,1,No,No,7,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,78.74,553.57,Yes
5484-IMPAC,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,101.82,893.5,No
5485-SHRFT,Male,0,Yes,No,27,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,101.93,2787.64,No
5486-ZFELI,Male,0,No,No,8,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,104.26,794.3,Yes
5487-IQSQV,Male,0,No,Yes,18,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),94.94,1784.64,No
5488-PLCNQ,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),41.57,1111.46,No
5489-VPULX,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),95.08,1792.83,No
5490-BHLUP,Female,0,No,Yes,13,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,65.24,823.95,No
5491-HPJTO,Female,1,No,No,10,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),81.47,796.79,Yes
5492-DZODK,Male,0,Yes,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.47,704.7,Yes
5493-FDIIC,Female,0,Yes,Yes,33,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),77.88,2460.03,Yes
5494-WEOIB,Male,0,No,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,116.65,3469.47,No
5495-CZULP,Male,0,No,Yes,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,116.98,1259.91,No
5496-EJONN,Female,0,No,Yes,37,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,66.43,2443.68,No
5497-WMPHH,Female,1,Yes,No,72,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,72.35,5228.77,No
5498-QQCAQ,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),40.68,1196.72,No
5499-ZXPQY,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.9,532.36,No
5500-BYNGY,Male,0,No,No,39,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),109.09,4086.72,Yes
5501-SAQJF,Male,0,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,87.94,2034.67,No
5502-GYFEB,Male,0,No,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,98.47,4891.95,No
5503-RXQXZ,Female,0,No,No,31,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,73.04,2206.6,Yes
5504-WGUSG,Male,1,No,No,36,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),100.05,3700.93,Yes
5505-WGPLO,Female,1,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),56.46,1502.18,No
5506-OKBCS,Male,0,No,Yes,2,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.32,159.61,Yes
5507-TYZOP,Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,40.67,639.33,No
5508-AOLGG,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,42.47,40.62,Yes
5509-KTKQC,Female,1,No,No,14,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),91.66,1264.31,No
5510-PEBWZ,Female,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,44.45,1388.74,Yes
5511-ZGJEO,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,109.29,1426.35,No
5512-LJVQT,Female,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),110.04,,No
5513-TKHOB,Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),103.18,1156.65,Yes
5514-QWFUM,Female,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),97.66,97.05,Yes
5515-HKOMR,Male,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,51.34,1949.73,No
5516-RYQVM,Female,0,No,No,38,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),77.81,2856.54,No
5517-CUXGL,Male,0,No,Yes,41,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,92.6,3799.68,No
5518-DXZKN,Male,0,No,No,0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),98.01,,No
5519-RGEPK,Male,0,No,No,0,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,64.57,,Yes
5520-VCPKJ,Male,0,No,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,48.8,2780.08,No
5521-WWBPQ,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,46.69,144.16,Yes
5522-JRLHZ,Female,0,No,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),83.3,2191.1,No
5523-CTXCF,Male,0,No,No,39,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),123.05,4994.26,No
5524-BCQID,Male,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),36.37,513.29,No
5525-VWBXI,Female,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,43.65,834.95,No
5526-NZKBU,Male,0,Yes,No,6,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.95,622.95,Yes
5527-BEGVD,Male,0,No,No,64,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,112.17,6967.19,No
5528-NBWLJ,Male,0,No,No,8,No,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,72.89,567.92,No
5529-YASWP,Female,1,No,Yes,6,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,76.08,472.36,Yes
5530-ONIUW,Male,0,No,Yes,18,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Mailed check,90.18,1651.79,No
5531-OZGDU,Female,1,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,120.93,614.14,No
5532-RHLOO,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),40.1,1204.16,No
5533-QBLCG,Female,0,No,No,18,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,87.22,1638.21,Yes
5534-FNWED,Male,1,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),124.8,377.7,No
5535-OGCMJ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),40.7,39.69,No
5536-WBLXV,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,128.83,377.53,No
5537-LSSUC,Female,0,Yes,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,17.56,54.66,No
5538-FBXMI,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,46.68,405.31,No
5539-MWNSK,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,121.76,5313.53,No
5540-NPJTP,Female,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,95.76,92.51,Yes
5541-ZBYPN,Female,0,Yes,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,81.03,247.57,No
5542-URZFG,Female,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,118.01,1079.65,No
5543-MBOQM,Male,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),115.85,2409.38,No
5544-GACTR,Male,0,Yes,No,35,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),96.02,3323.96,Yes
5545-GUQLP,Male,1,No,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,95.7,5866.22,No
5546-XJWPT,Female,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,40.46,518.83,No
5547-ROWKR,Male,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,48.24,98.38,No
5548-FAWGL,Female,0,Yes,Yes,6,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),87.19,502.02,Yes
5549-TDJUB,Male,0,No,Yes,8,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),118.54,908.83,No
5550-IJTKY,Male,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),33.76,1340.24,No
5551-NCYAG,Male,1,No,Yes,29,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,105.96,2945.65,Yes
5552-DGPJO,Male,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,50.14,262.3,No
5553-PFDDX,Male,0,Yes,Yes,45,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),119.69,5507.26,No
5554-WDVVQ,Female,1,Yes,No,49,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),96.62,4726.22,Yes
5555-MBTFV,Female,1,No,No,53,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,95.33,4831.45,No
5556-AHRUD,Male,0,No,Yes,8,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,94.65,751.82,No
5557-EEOJH,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,37.99,118.49,No
5558-ZGLYK,Female,0,Yes,No,2,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),92.96,188.43,Yes
5559-MOQVV,Male,0,Yes,No,12,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,102.16,1205.28,No
5560-RHFKZ,Female,0,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,119.09,1665.06,No
5561-IZEGV,Male,0,No,No,50,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,114.48,5785.98,No
5562-OUVDS,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,101.47,691.83,No
5563-MAAVN,Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.9,1055.37,No
5564-IXLRI,Female,0,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),47.06,1817.02,No
5565-HNITY,Male,1,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.4,258.72,No
5566-BAMYJ,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,114.94,825.96,No
5567-HGXLQ,Female,0,No,No,27,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,123.18,3404.37,No
5568-YLPJY,Male,0,Yes,No,32,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,65.7,2107.48,Yes
5569-LKYNV,Male,1,No,No,72,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),87.77,6548.1,No
5570-TMBTG,Male,1,Yes,No,47,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),80.38,3775.32,No
5571-AYCTL,Male,0,No,No,43,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),94.52,3996.73,Yes
5572-ELCTE,Female,0,Yes,Yes,29,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),78.03,2214.36,No
5573-APIJJ,Male,1,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),50.3,145.2,Yes
5574-MPTYD,Male,1,Yes,No,41,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),116.41,4887.37,No
5575-NQEMY,Female,0,No,No,68,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,68.07,4412.58,No
5576-CEPSS,Female,0,Yes,No,12,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),89.93,1112.3,No
5577-QRRYW,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),119.47,1113.13,Yes
5578-HRISJ,Male,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,55.19,1005.94,Yes
5579-BQYXM,Female,1,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,52.44,3681.78,Yes
5580-KPTGC,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,111.47,108.14,Yes
5581-PSTPB,Female,0,Yes,No,30,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,102.75,2950.98,No
5582-NZTJS,Female,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,53.05,2317.48,No
5583-XKRKI,Female,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,45.2,1717.33,No
5584-STJZC,Male,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),37.79,746.84,No
5585-CXHFT,Male,0,Yes,No,63,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.41,7628.49,Yes
5586-ATXFB,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,112.0,321.88,Yes
5587-SGKKD,Male,1,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.96,294.85,Yes
5588-TPEXG,Female,0,No,No,9,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.87,679.68,No
5589-YPOEA,Male,0,Yes,No,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,121.96,,No
5590-TVVIZ,Male,0,No,Yes,11,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,101.82,1161.4,No
5591-UEVFC,Female,0,Yes,No,4,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,69.58,272.93,No
5592-FHFPP,Male,0,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),88.99,2976.54,No
5593-UCQUF,Male,0,Yes,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.53,250.04,No
5594-FVSTO,Male,0,No,Yes,30,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.2,2898.99,No
5595-SBHGH,Female,0,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,46.31,385.6,Yes
5596-MVOLO,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,93.77,290.58,Yes
5597-NGQZE,Female,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,78.34,242.5,No
5598-TJSRY,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,112.11,537.55,Yes
5599-XJBFC,Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),123.23,370.65,Yes
5600-SEGGJ,Male,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),53.53,316.15,No
5601-AKWGF,Female,0,No,No,21,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.19,1407.16,No
5602-FMPMB,Female,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,121.58,861.22,No
5603-SSSRY,Female,0,Yes,No,10,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),99.11,1006.63,Yes
5604-FBSZF,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),82.71,81.32,No
